sentence_1,sentence_2,label
"[9691, 6993, 10756, 355, 5393, 2249, 355, 4617, 2761, 824, 9513, 9876, 588, 9846, 4153, 2520, 10715, 6053, 8528]","[5091, 5696, 9854, 2672, 588, 8756]",0
"[5091, 4850, 824, 588, 2851, 9671, 8580, 4889]","[5091, 4850, 6993, 9315, 824, 588, 246]",0
"[5091, 683, 10427, 8815, 10451, 8714, 7984, 588, 4398, 5494, 3616, 2169, 5974, 2781]","[9691, 6993, 588, 683, 1044, 2169, 9360, 10451]",0
"[8387, 3353, 6778, 2249, 588, 355, 4850, 1775, 6053, 588, 9228, 2520, 588, 8211, 2249, 4205, 1247, 6272, 10781, 3797, 2169, 7471, 9876, 2169, 9228]","[8387, 6778, 2249, 588, 4850, 9854, 10225, 4843]",0
"[5091, 459, 2249, 9846, 7621, 9647, 9903, 588, 2851, 2249, 3665, 2501]","[9291, 7621, 6993, 10001, 3044, 588, 8536]",0
"[5091, 4850, 824, 588, 5421, 2132, 10061, 8839, 9140, 588, 5646, 4705, 5510, 2672, 2169, 3216]","[5091, 4850, 824, 588, 3665, 2132, 10061, 8839, 9140, 8815, 5510, 2672, 2169, 1644]",0
"[5091, 4850, 2520, 588, 9846, 9193, 2249, 4685, 3391, 10631, 8705]","[5091, 4850, 6993, 7957, 3691]",1
"[4684, 1052, 7986, 8667, 482, 955, 9854, 7957, 8071, 2169, 8510, 3345]","[9291, 7986, 9854, 7957, 8071, 2169, 5616, 9987]",0
"[7320, 6778, 8561, 824, 4348, 6037, 6053, 588, 9550, 9854, 8071, 6032, 588, 4083, 5731, 588, 997, 5543]","[10278, 9229, 6053, 588, 9550]",1
"[8387, 652, 824, 2541, 5176, 2249, 2580, 9262, 6053, 2169, 3545, 9876, 8815, 4866, 1738, 7485, 8512, 6147]","[8387, 6778, 9854, 4160, 6053, 588, 2943]",1
"[9484, 3353, 7972, 824, 588, 5160, 9150, 9193, 4623, 7050, 9818, 2390, 7984, 588, 8999, 6534]","[9291, 5393, 6993, 4623, 4050, 625, 2520, 1421, 4891]",1
"[9891, 355, 1828, 2613, 588, 4424, 5974, 3447, 588, 10385, 287]","[9891, 5590, 9854, 4136, 2455, 588, 9240]",1
"[5091, 5393, 824, 8815, 482, 3680, 3152, 6615, 588, 5808, 9769, 2761, 824, 588, 8406, 8885]","[5091, 5393, 6615, 588, 458, 9769, 1775, 6704, 6053, 2169, 4487]",0
"[5091, 10609, 9876, 7986, 4160, 6053, 5185, 7297, 3368, 8956, 588, 997, 2135, 9769, 8574, 1460]","[3952, 9854, 2672, 9262]",1
"[5091, 5393, 2249, 4850, 9854, 4299, 588, 8471, 2907, 5842, 1938, 1828, 2455, 8475]","[8387, 4850, 4299, 588, 8471]",0
"[5091, 5393, 2249, 588, 4850, 2344, 588, 4075, 6053, 588, 7529, 3691]","[9291, 5696, 2344, 588, 4075, 6053, 588, 7529, 824, 8279, 10013]",0
"[9484, 3758, 5967, 2426, 6040, 2520, 588, 8053, 6580, 351, 6214, 2117, 9850, 3355, 4321, 9850, 9119, 1682, 2712]","[5091, 683, 6993, 8396, 588, 6103]",1
"[5091, 355, 5393, 2249, 8815, 3353, 5393, 1775, 6053, 588, 1859, 10817, 4761, 1808]","[5091, 355, 5393, 2249, 8815, 3353, 5393, 6480, 501, 4231]",0
"[8278, 824, 10827]","[8278, 6974, 588, 2135]",1
"[5091, 4617, 2761, 824, 9513, 9876, 588, 5227, 9876, 1169, 4262, 3241, 1828, 5402, 9854, 9389, 6053, 2169, 6186]","[9691, 6993, 5875, 10126, 5870, 1968]",0
"[5091, 5393, 824, 588, 5421, 9193, 6993, 1044, 2169, 5353]","[7931, 5875, 5806, 2851, 6925]",0
"[5091, 5393, 8667, 671, 6925, 2249, 9846, 7003, 6993, 1044, 588, 997, 8870, 2520, 1421, 9575]","[9291, 5393, 3690, 8956, 6480, 2169, 5353]",0
"[5091, 4617, 2520, 7003, 6993, 10427, 588, 1498, 2520, 588, 9844, 4075]","[5091, 4850, 6993, 10427, 588, 1498]",1
"[5091, 5421, 7621, 2520, 588, 3881, 4495, 824, 95, 5052, 2132, 3044, 5974]","[9291, 7621, 6993, 3276, 3044, 2169, 10489]",0
"[4740, 2371, 8667, 1674, 734, 6214, 2117, 6925, 5020, 3735, 7178, 7496]","[9291, 6508, 9854, 2672, 2169, 2417, 10159]",0
"[2532, 5393, 824, 7003, 2249, 1850, 3548, 2994, 5752]","[9291, 5393, 5402, 6993, 3480, 8667, 7003, 925, 588, 1850, 3548, 184, 7830, 6053, 588, 10385, 9078, 6993, 6072, 3797]",0
"[5091, 10609, 9876, 2636, 10182, 1960]","[10519, 7370, 10182, 9854, 1960]",1
"[5515, 7062, 588, 5870, 8310, 8956, 10117, 824, 588, 585]","[5818, 2132, 824, 9474]",0
"[5091, 4818, 501, 5832, 6993, 2761, 4441, 707, 6060, 6389, 10169, 7439, 1149, 8956, 6219, 588, 10096, 9876, 4907, 2249, 153, 7309]","[9564, 5832, 5361, 7309, 6053, 2169, 501]",1
"[8387, 8995, 3803, 1243, 6778, 10126, 9876, 8528, 2520, 588, 8119, 7004, 824, 9513, 9876, 9638, 9532]","[8387, 6778, 9854, 9389, 668, 824, 9538, 3182]",0
"[5091, 5393, 824, 588, 4455, 3548, 6993, 6929, 1105, 588, 6111]","[5091, 7626, 824, 588, 10385, 9671, 6993, 10001, 824, 588, 8518]",0
"[5091, 683, 87, 7551, 824, 9513, 9876, 588, 4153, 2552, 2520, 2237, 10674]","[5091, 2876, 9457, 2099, 7551, 862, 9513, 9876, 588, 4153, 2552, 2520, 2237, 10674]",0
"[957, 7626, 8569, 2672, 588, 671, 9466, 3948, 2520, 588, 10385, 4329]","[9291, 7626, 6993, 3661, 2672, 2169, 9466, 3948, 2520, 588, 10385, 3283]",0
"[5091, 4850, 824, 588, 459, 9193, 2520, 707, 8746, 7979, 8523, 707, 10350, 6993, 6072, 3044, 588, 9907, 997, 9836]","[5091, 4850, 6863, 588, 2508, 8310, 8956, 1913, 2672, 588, 701, 1736]",0
"[5091, 355, 9614, 10192, 2169, 10334, 9876, 8815, 2831, 2758, 4342, 855]","[10209, 155, 6993, 10192]",0
"[8387, 6778, 2249, 588, 7621, 9854, 7957, 668, 588, 9702, 4083]","[8387, 6778, 9854, 10001, 4110, 2169, 4850, 5402, 6061, 8279, 7621]",0
"[8387, 2876, 9854, 824, 588, 5834, 2249, 10126, 6993, 9924, 7504]","[5091, 7621, 6993, 9924, 7504]",1
"[5515, 8667, 8867, 991, 8395, 2541, 3751, 2249, 10359, 4299, 1329, 9876, 8815, 7805, 824, 588, 1644]","[9291, 5393, 2469, 2392, 8561]",1
"[5091, 355, 5870, 7289, 588, 6103, 6053, 588, 1189, 9702, 1929]","[5091, 5784, 6993, 6053, 588, 1929, 2520, 1421, 6103]",1
"[5091, 4850, 824, 588, 5156, 276, 3548, 5402, 6993, 5361, 2186, 6993, 2912, 8956, 588, 355, 6801, 824, 588, 8166, 3548]","[5091, 4850, 639, 2186]",1
"[5091, 4924, 3172, 5393, 6993, 9266, 6053, 8815, 473, 8015, 824, 2169, 465]","[5091, 5393, 2744, 8086, 2249, 3493, 6053, 588, 8015, 824, 2169, 1448, 9876, 2169, 465]",1
"[2553, 481, 652, 824, 588, 5062, 9193, 9122, 668, 9769, 3034, 824, 588, 6598, 9193, 9122, 6053]","[5091, 5393, 6993, 6072, 2672, 5398, 7228, 7580]",1
"[4684, 1052, 7986, 9854, 6053, 4506, 10682, 2455, 588, 3828]","[3952, 9854, 2210, 3797, 2455, 588, 3828]",1
"[5091, 5393, 6053, 588, 9125, 6993, 1183, 3044, 2169, 10801, 8705, 1421, 2876]","[5091, 5393, 6993, 10451, 8574, 1183, 8705, 2886]",1
"[5091, 5393, 824, 588, 5421, 9417, 1899, 2249, 9846, 2423, 7623, 6220, 1421, 9575, 4843, 2249, 4904, 7297, 1421, 1239]","[5091, 5393, 824, 588, 9846, 9417, 1899, 2249, 9846, 2423, 7623, 6220, 1421, 9575, 4843, 2249, 4904, 7297, 1421, 1239]",0
"[5091, 4850, 8667, 5421, 7003, 9122, 8956, 2169, 9015, 2249, 8203]","[5091, 7302, 8667, 7003, 9122, 824, 588, 8081, 2520, 8815, 7995, 6053, 707, 953]",1
"[5091, 4850, 824, 9846, 6615, 9638, 6728, 2761, 3368, 8956, 588, 355, 9614, 6412, 824, 9846]","[9291, 374, 10045, 7965, 9854, 2672, 588, 6488]",0
"[5091, 5393, 2249, 4850, 824, 5421, 2249, 9846, 2132, 3774, 2249, 7003, 9854, 3368, 8956, 2169, 6481]","[9291, 7986, 9854, 2672, 2169, 2417]",0
"[5091, 7621, 10818, 3364, 2169, 10347, 618, 824, 9513, 9876, 7986, 10507]","[5091, 7621, 6993, 10001, 9769, 7986, 8419]",1
"[2902, 3961, 5219, 2831, 2552, 3797, 2249, 7710, 8956, 3220, 10142]","[2902, 3961, 5219, 3157, 588, 4161]",1
"[5091, 5393, 2520, 5421, 8746, 7830, 588, 3665, 9208, 8523, 1421, 4732]","[9291, 5393, 2469, 5397, 2520, 3710, 6758]",0
"[2566, 7986, 9854, 7957, 8071, 588, 6324, 824, 2169, 235]","[2566, 7986, 9854, 7957, 10451]",1
"[8387, 6578, 1828, 9787, 3797, 646, 824, 588, 300, 5227]","[5091, 6356, 6154, 10039, 1202, 10178, 8956, 953, 588, 6908]",0
"[5091, 4850, 6877, 824, 9513, 9876, 588, 8275, 2135]","[5091, 4850, 2311, 4534, 2169, 2310, 8956, 2906, 2041, 9876, 246]",0
"[5091, 4784, 2249, 7573, 2455, 588, 5347, 1719, 8561, 824, 482, 9846, 2249, 5421, 6480, 9769, 6053, 7419, 10266, 8523, 8528, 8419]","[9691, 6993, 588, 2975, 10507, 588, 5347, 9007]",1
"[5091, 5233, 9876, 7986, 824, 1246, 10571, 2249, 9648, 1246, 7178, 4392, 588, 3607, 6053, 72, 3850]","[5091, 10609, 6993, 10451, 1246, 7178]",1
"[5091, 5393, 6993, 4326, 588, 309]","[9291, 309, 3809, 4326]",1
"[5091, 5696, 1776, 6053, 8279, 9575, 2249, 1439, 8956, 4128, 2169, 6186]","[5091, 5696, 4128, 2169, 6186]",1
"[5091, 5393, 468, 588, 9224, 9860, 9903, 588, 5178, 2046, 9174, 7996]","[9291, 9860, 8608, 1369, 9903, 2169, 7996]",0
"[10247, 2135, 588, 10449, 6087, 824, 4285, 5974]","[9291, 1828, 9854, 1044, 824, 4285, 5974]",0
"[5091, 10609, 9876, 6778, 9854, 4326, 6053, 2169, 6032, 9876, 588, 2135]","[3952, 9854, 5551, 6053, 588, 2135, 2520, 8734]",0
"[5091, 5342, 7626, 6993, 8855, 2965, 3447, 588, 2277, 1442, 2169, 5160, 2041]","[9291, 10343, 6993, 7500, 2749, 2169, 2277]",1
"[5091, 5634, 7062, 1421, 6103, 8956, 588, 5784]","[9291, 5393, 6993, 8396, 1421, 6103]",0
"[5091, 9614, 2520, 588, 6598, 2423, 6993, 6800, 588, 6488, 309]","[5091, 7626, 2520, 588, 6598, 2423, 6993, 6800, 588, 6488, 309]",0
"[5091, 4469, 9876, 588, 5393, 55, 588, 997, 1249]","[4998, 6072, 2041, 9903, 2169, 618]",1
"[5091, 5393, 6993, 2761, 2672, 588, 2829, 3438, 2168, 2520, 588, 997, 9846, 3224, 10490, 9876, 7551]","[5091, 5393, 6993, 2672, 588, 3438, 2168]",1
"[5091, 10609, 9876, 7986, 9854, 10366, 7116]","[5091, 10609, 9876, 7986, 9854, 10366, 10365]",1
"[8617, 7986, 2912, 2249, 6848, 10451, 2455, 588, 4202, 8426, 2520, 358, 2249, 6450]","[8617, 7986, 9854, 2912, 2672, 588, 8426]",1
"[9484, 481, 4850, 6993, 10088, 588, 997, 4372, 9876, 2204]","[9484, 481, 4850, 6993, 7170, 9439]",1
"[9484, 7011, 9614, 7196, 588, 3142, 953, 9769, 8667, 588, 9193, 2907, 7023, 5620]","[9484, 7011, 9614, 824, 588, 1419, 6993, 4338]",0
"[5091, 5696, 7957, 1322, 588, 7818, 10707, 9876, 3886, 9527]","[5091, 5696, 7957, 9847, 9638, 9527]",1
"[9564, 824, 2736, 8085, 10631, 10724, 6053, 1714, 8740, 10811]","[9564, 10631, 10724]",1
"[8387, 8106, 1207, 7111, 2876, 1246, 668, 588, 636, 1929]","[9291, 2876, 9854, 51, 4578, 7350]",0
"[8385, 796, 5634, 1219, 668, 6053, 588, 10490, 9876, 7551, 6053, 1421, 10350, 588, 10490, 9876, 7551, 6053, 1421, 4520, 2907, 7023, 1310, 4299, 588, 8002, 8016, 7551]","[5091, 5393, 6993, 1219, 668, 2520, 588, 10490, 9876, 7551, 6053, 1421, 4520]",1
"[5091, 5421, 1207, 7111, 5393, 8561, 824, 5421, 6993, 677, 1105, 8815, 8829, 9769, 6194, 3368, 8956, 3915, 824, 6598]","[4998, 824, 6598, 6993, 677, 1105, 8815, 8829, 6974, 588, 5393, 824, 5421]",0
"[9291, 8157, 935, 9924, 7876, 5024, 1421, 10758, 8956, 4161, 1421, 3665, 654, 6103]","[9291, 9924, 7876, 5024, 1421, 7971, 8956, 4161, 1421, 6103, 9704, 8071]",0
"[5091, 9614, 824, 588, 9233, 6993, 2672, 588, 1672, 2520, 588, 10096, 9876, 10715]","[9291, 10715, 1434, 8769, 6735]",0
"[9564, 824, 10385, 10350, 2715, 991, 2249, 5421, 6925, 4623, 374, 10045, 6192, 9876, 4245, 2981, 10451, 588, 2135]","[5091, 6508, 4623, 2041, 3964, 2520, 2464]",1
"[228, 824, 588, 459, 5716, 4764, 2618, 588, 8867, 824, 2691, 4057, 9903, 588, 8118, 1107, 2520, 588, 368, 2249, 4558, 10393, 824, 2169, 7088]","[4998, 6993, 5370, 588, 3713, 6053, 588, 8118, 1107]",1
"[9484, 7011, 5393, 6993, 9389, 6053, 588, 10490, 9876, 9728, 2249, 6993, 7203, 588, 3705]","[9291, 5393, 6993, 8912, 8956, 7203]",0
"[5091, 10609, 9876, 6778, 6993, 8396, 6053, 2169, 392, 9876, 588, 2745, 7826]","[5091, 10609, 9876, 6778, 6993, 8396, 6053, 2169, 392, 9876, 588, 6496]",0
"[5091, 5393, 8839, 6053, 588, 2851, 2135, 7203, 588, 3018, 2249, 8580]","[9291, 5393, 4134, 821, 2672, 2831]",0
"[5091, 5393, 824, 588, 9224, 9193, 4441, 588, 997, 2135]","[9291, 5393, 6993, 8667, 588, 9224, 9193]",1
"[2566, 6778, 6480, 315, 4843]","[2566, 6778, 6480, 3881]",0
"[5091, 5393, 2249, 4850, 7957, 8071, 588, 3216]","[5091, 5393, 2249, 4850, 9854, 7957, 6053, 2169, 3216]",1
"[5091, 5393, 2249, 588, 4850, 6225, 824, 2169, 10801, 2520, 8330, 1828]","[5091, 10609, 9876, 7986, 9854, 2761, 824, 2169, 10801]",1
"[6593, 7626, 8667, 588, 2064, 8428, 9272, 2038, 2249, 2423, 7830, 588, 581, 2869, 6053, 1421, 953, 3616, 8494, 6993, 6072, 668]","[9291, 10768, 7626, 6993, 581]",1
"[9891, 1140, 6778, 5167, 3447, 8084, 6496]","[9891, 6778, 9854, 10451]",1
"[3952, 5020, 6053, 2169, 392, 9876, 588, 6645]","[3952, 9854, 8396, 2169, 6645]",1
"[5091, 5424, 5393, 2761, 5731, 10595, 4799, 7719]","[9291, 5393, 6993, 9389, 8705, 2169, 8436, 10266]",0
"[5091, 10609, 9876, 7986, 9854, 10418, 2761, 925, 9389, 9638, 9854, 8667, 10026, 2249, 1807, 1447, 9769, 9638, 9854, 3480]","[5091, 10609, 9876, 7986, 4633, 2520, 10026, 925, 1807, 1447, 9854, 9848, 6704, 6053, 2169, 2209]",0
"[5091, 501, 7112, 1097, 425, 7740, 2520, 588, 1126, 6447, 824, 588, 7465]","[5091, 7112, 468, 8749]",0
"[5091, 4850, 824, 588, 2851, 9671, 6993, 6053, 2169, 10469]","[5091, 4850, 6993, 8175]",0
"[5091, 5393, 8978, 2672, 358, 824, 588, 7380, 9822, 2044, 840]","[9291, 5393, 6993, 9389, 2520, 1421, 10758, 9472]",0
"[9291, 5393, 5875, 1469, 3616, 588, 5421, 4469, 8889, 588, 10685, 8071, 588, 4380, 734, 309, 2910, 9876, 2608]","[9291, 5393, 6993, 6974, 588, 309]",1
"[5091, 7939, 5393, 824, 588, 5570, 3267, 2249, 588, 9384, 1340, 4552, 824, 588, 1054, 7110, 4843, 2672, 2169, 3216]","[5091, 7939, 5393, 6993, 10451]",1
"[5091, 7626, 9122, 2672, 588, 7621, 9769, 726, 7004, 6053, 588, 8118, 1107, 10451]","[2870, 2761, 6053, 588, 8118, 1107, 10451, 2169, 7626, 9122, 2672, 1421, 7621]",1
"[5091, 1297, 385, 5393, 862, 2657, 6053, 2169, 6186]","[9291, 5641, 1914, 5393, 6993, 2761, 3797]",0
"[5091, 1247, 1686, 5393, 5878, 1262, 6053, 588, 4927, 668, 588, 5974, 4531, 3616, 7986, 8419, 7580]","[5091, 4866, 4850, 3257, 707, 665, 5020, 668, 2169, 3324, 5429]",0
"[5091, 4850, 6993, 6072, 3044, 588, 2511]","[9291, 4850, 6993, 3276, 588, 1136, 2520, 707, 4117, 1508]",0
"[5091, 5393, 8839, 6053, 588, 9107, 2249, 5842, 588, 9469, 6053, 588, 6468]","[5091, 5393, 6993, 1741, 588, 8737, 9769, 9389, 6053, 588, 9228]",0
"[9891, 4818, 1692, 9854, 824, 9513, 9876, 588, 5841, 6295, 2520, 588, 1213, 781, 745, 2249, 8279, 4025, 9012, 392]","[9291, 1692, 9854, 4425, 588, 3828]",1
"[5091, 5393, 6532, 3447, 588, 3216, 3616, 2169, 5153, 4958, 8343]","[9291, 5393, 6993, 3480, 5167]",0
"[5091, 10609, 9876, 4322, 2249, 9409, 7594, 5745, 8705, 1044, 588, 4927, 9007]","[3952, 9854, 1044, 8216]",0
"[9291, 4519, 8705, 2169, 368, 5182, 6993, 785]","[9691, 6993, 588, 368, 5182]",1
"[8387, 8492, 9854, 8396, 1269, 3024, 4110, 588, 4417, 824, 588, 2851, 8084, 8309]","[8385, 374, 2169, 374, 2851, 374, 8084, 374, 8309, 2169, 374, 2316, 374, 5715, 374, 8574, 374, 306, 8705, 374, 4205, 374, 6778, 374, 6053, 374, 1269]",1
"[5091, 4850, 9122, 2672, 588, 8737, 824, 588, 8756, 9769, 4299, 588, 138]","[2703, 7723, 2169, 4297, 2296, 10050, 8705, 2169, 1600, 8140]",0
"[5091, 5393, 824, 588, 5421, 2423, 9122, 3142, 2672, 2169, 10282, 10568, 7199]","[5091, 5393, 2672, 2169, 10282, 10568, 7199, 6993, 824, 7862]",1
"[4998, 2520, 8815, 482, 3548, 7957, 2520, 588, 6103, 1893, 8956, 588, 2135]","[4998, 824, 588, 3548, 6993, 7957, 2520, 588, 6103]",1
"[9891, 1828, 1513, 824, 567, 8165, 10320]","[9691, 9854, 6077, 1828, 824, 3471, 10685]",1
"[4684, 1052, 6778, 824, 2851, 8779, 955, 9648, 2249, 953, 204, 9262, 824, 8815, 9145, 9140, 6779]","[6465, 6778, 9854, 5370, 6779]",1
"[5091, 4850, 9017, 7710, 2455, 9638, 9636, 9876, 401]","[5091, 4850, 6993, 7710, 8956, 5700, 2455, 588, 2294]",0
"[5091, 1951, 9344, 8031, 1271, 5349, 2328, 3447, 588, 1705]","[9291, 1951, 9344, 6993, 6053, 588, 1951]",0
"[8387, 7986, 824, 5062, 9262, 3211, 1775, 2672, 588, 5342, 4153, 10126, 9876, 8528, 8908, 1421, 10350, 6053, 1421, 10758]","[8387, 7986, 2761, 6053, 2169, 7471, 9876, 588, 4153]",0
"[5091, 5393, 824, 588, 2851, 9193, 6993, 7957, 6053, 2169, 501]","[9291, 4850, 824, 2169, 9224, 9193, 6993, 10001]",0
"[5091, 1686, 5393, 4460, 824, 588, 7345, 1219, 6053, 9638, 7996, 6053, 2169, 10796, 1948]","[5091, 7302, 1219]",1
"[3952, 6288, 10451, 8956, 2869, 2672, 588, 7057, 2907, 3872, 588, 4890]","[3952, 2672, 2169, 3801, 9854, 10507, 2169, 8719]",0
"[3380, 7986, 824, 588, 5342, 2835, 925, 3338]","[9891, 7986, 9854, 824, 588, 3338]",1
"[5091, 5393, 5402, 6993, 9555, 8427, 2520, 7003, 6053, 588, 5421, 9233, 2249, 4797, 7830, 588, 3264, 2249, 6993, 51, 5742, 6668, 2169, 6468, 2249, 9638, 2204, 9769, 588, 1131, 400, 10497, 7458, 7580]","[5091, 5393, 2249, 588, 7621, 9854, 10451]",1
"[9291, 10768, 9614, 6993, 8667, 588, 326, 1855, 824, 2169, 5974]","[5091, 10768, 9614, 10731, 8956, 5020, 588, 6103]",0
"[8617, 7986, 9854, 946, 668, 6053, 2169, 3850]","[3952, 9854, 2761, 3797, 6053, 2169, 3850]",0
"[5091, 10609, 9876, 7986, 8667, 482, 2249, 5421, 6480, 6008, 9243, 9876, 9360, 3616, 4611, 8419]","[9291, 10609, 6993, 6585, 5385]",0
"[2566, 9736, 10397, 7831, 5570, 5289, 6735, 9854, 2672, 3221, 2249, 3221, 1246, 4320, 4048, 4706, 6053, 2169, 4616]","[9291, 5289, 6735, 9854, 1211]",1
"[8387, 7986, 6695, 3368, 8956, 588, 7707, 2520, 8815, 263, 4079]","[8387, 7986, 9854, 2912, 3368, 8956, 588, 7707]",1
"[5091, 10768, 9614, 8182, 707, 7396, 6053, 588, 6131, 9370, 824, 588, 636]","[8387, 355, 7986, 4837, 4048, 4706, 6974, 9638, 5681, 3515, 824, 2169, 10489]",1
"[5091, 10609, 9876, 6778, 824, 4051, 1419, 4559, 7531, 9599, 10262, 824, 588, 6574]","[5091, 10609, 9876, 7986, 8580, 884]",0
"[5091, 4490, 1022, 8956, 613, 3797, 2169, 8518, 3616, 10092, 4735, 5239, 2249, 613, 3797, 3960, 3752, 2249, 2559, 8956, 5535, 2169, 8518, 219, 4832, 2455, 10073, 8956, 6288, 824]","[5091, 4490, 1022, 8956, 613, 3797, 2169, 8518]",1
"[5091, 5393, 824, 9846, 9193, 2249, 10385, 4797, 6956, 588, 1034, 1957, 5179]","[5091, 5393, 824, 4797, 6993, 6825, 588, 5179]",1
"[5091, 355, 9614, 824, 9513, 9876, 588, 8467, 7773, 3044, 588, 6054]","[5091, 355, 9614, 7773, 3044, 2169, 8467, 6054]",1
"[9291, 5870, 6993, 7594, 588, 8169, 6053, 2169, 2209]","[9291, 5870, 7773, 2249, 5909, 1044, 2672, 2169, 6488]",0
"[2566, 1828, 9854, 1044, 4843, 6053, 588, 10347, 3216]","[9291, 8330, 1828, 9854, 10427, 588, 9883]",0
"[5091, 2975, 9876, 6778, 5887, 5723, 4612, 2520, 588, 8475, 8471, 9403, 6053, 10126]","[9291, 4612, 1362, 7116, 9403, 6053, 8528]",1
"[5091, 2864, 3912, 668, 588, 10063]","[5091, 2864, 6993, 1682, 2712, 3797, 10063]",0
"[8387, 7986, 6825, 588, 5179]","[8387, 7986, 7957]",0
"[5091, 5393, 7957, 5731, 588, 3338, 2520, 53]","[5091, 5393, 10631, 10451]",1
"[9891, 6778, 824, 5421, 2782, 1990, 7485, 9582, 4727, 8815, 2394]","[9291, 6778, 2830, 2169, 6293]",1
"[8387, 6261, 6053, 1567, 660, 8988]","[1470, 4283, 9876, 2169, 7986, 1362, 588, 8688, 2520, 8528]",0
"[5091, 2919, 4299, 588, 10258, 10427, 588, 10685, 9876, 588, 5393, 2520, 8468]","[4998, 6993, 10427, 10685, 9876, 588, 5393, 2520, 8468]",1
"[5091, 4850, 8667, 588, 2423, 2249, 2038, 824, 588, 9489, 9145]","[8258, 588, 5575, 4551, 1022]",0
"[8387, 6508, 2520, 2782, 4719, 10584, 7485, 958, 2064, 8428, 9272, 3221, 956, 2249, 3027, 5500, 10359]","[8387, 6508, 8667, 6165, 6925]",1
"[9484, 5337, 8079, 215, 3209, 1105, 2169, 4075, 6112, 1685, 588, 2423, 9876, 4205, 2088, 7380, 5665, 2249, 3221, 956, 9876, 8227, 2249, 718]","[9484, 8079, 5337, 9122, 2672, 2169, 4075]",1
"[5091, 10609, 9876, 5421, 10343, 824, 588, 7153, 2210, 8667, 9846, 2580, 1932, 8956, 588, 2230, 4186, 5845, 6648, 991]","[5091, 10609, 9876, 1828, 9854, 1932, 8956, 588, 2230]",1
"[5091, 355, 7626, 824, 10359, 2249, 588, 9224, 9193, 10781, 588, 953, 9769, 8074, 6053, 588, 8118, 1107]","[5091, 7626, 7196, 1421, 2093, 8956, 6913, 3447, 588, 4450, 8118, 1107, 10346, 8705, 862, 1539]",0
"[5091, 5342, 7626, 824, 588, 9846, 10795, 6974, 588, 9474, 1044, 2520, 588, 2254, 135, 10413]","[9291, 2541, 2306, 6993, 9647, 2169, 9440, 309]",0
"[8387, 6778, 6053, 588, 4653, 2520, 6343, 2249, 5494, 8014]","[8387, 8507, 6480, 3884, 7227, 6053, 3597]",0
"[9891, 2876, 9876, 6008, 5509]","[9691, 6993, 588, 10609, 9876, 1674, 943, 2876]",1
"[5091, 355, 7626, 8561, 824, 588, 3361, 1055, 1035, 2249, 8667, 588, 3665, 1866, 6877, 7710, 8956, 928, 10178, 4441, 588, 8271]","[5091, 355, 7626, 3257, 588, 29, 3303]",1
"[5091, 4850, 8667, 588, 9078, 2249, 2782, 4764, 6826, 2041, 588, 2231, 9145]","[9291, 4617, 6993, 9433]",1
"[5091, 5393, 824, 349, 2520, 1421, 953, 9403, 7289, 8705, 6053, 588, 4484]","[5091, 5634, 8561, 7647, 588, 4850, 7289, 588, 6103]",1
"[5091, 4850, 824, 588, 9397, 5227, 8978, 2672, 5398]","[5091, 4850, 824, 588, 785, 300, 5227, 6993, 6053, 2169, 8688]",0
"[8387, 2876, 803, 3340, 824, 588, 5543]","[9691, 9854, 2886, 3691]",1
"[9484, 7011, 5393, 2936, 824, 9513, 9876, 588, 2277, 1089, 10192, 2455, 588, 10685]","[5091, 683, 3160, 2455, 588, 10685]",1
"[5091, 459, 2249, 5421, 7621, 10001, 3044, 10801, 2780, 2209]","[9291, 7621, 6993, 1044, 824, 2169, 10801]",1
"[5091, 5289, 9959, 8096, 10489, 9903, 2169, 10801]","[5091, 683, 6993, 10469]",1
"[5515, 2520, 2423, 2249, 7003, 6956, 2169, 4075, 588, 2690, 3797]","[5091, 5393, 6956, 3034, 5393, 588, 2690, 3797]",1
"[8387, 5337, 4656, 8492, 6072, 1105, 2169, 4075, 9769, 8279, 1498, 6993, 6040]","[8387, 7011, 6508, 6053, 588, 6732]",0
"[5091, 10768, 7626, 8839, 2249, 4215, 6053, 588, 6488]","[5091, 7626, 2993, 9900, 1421, 7621, 3044, 2169, 8518]",0
"[4684, 1052, 7986, 9854, 8396, 6053, 392, 2249, 8281, 9876, 588, 2943]","[3952, 8396, 6053, 588, 2943]",1
"[9691, 9854, 7986, 6053, 399, 6575, 7085, 2520, 10126, 2306, 5124, 2249, 3034, 2306, 2631]","[9291, 7986, 9854, 7957, 6053, 8279, 3788]",0
"[10825, 7986, 5402, 9854, 8667, 2831, 5421, 9854, 7957, 6053, 588, 3056]","[5091, 10609, 9876, 9720, 9854, 824, 588, 4024, 10244, 5063]",1
"[5091, 4850, 824, 8815, 482, 9193, 2249, 9846, 9078, 7977, 588, 3881, 4495, 2520, 588, 6160]","[5091, 4850, 6993, 600, 588, 3881, 4495]",1
"[10045, 7986, 8396, 8788, 4721, 588, 8110]","[9891, 7986, 9854, 8396, 8788, 4721, 588, 7393]",0
"[9891, 7986, 9854, 8396, 824, 588, 2851, 8159]","[8926, 10126, 683, 6993, 824, 588, 2943]",0
"[5091, 785, 1853, 2539, 2520, 671, 1082, 7485, 4306, 2249, 588, 5227, 9876, 7986, 7957, 6053, 2169, 501]","[3952, 9854, 2041, 824, 2169, 1853]",1
